title,#,author,reviewer,reviewer link,reviewer ID,editor (internal use),isbn,hide_ibooks,book_seamus_id,author_seamus_id,review_seamus_id,tags,genre (internal use),text,random numbers
Flora And The Flamingo,208,Molly Idle,Mara Alpert,http://www.lapl.org/collections-resources/blogs/central-library/authors/malpert,"children's librarian, Los Angeles Public Library",Beth,1452110069,TRUE,246034406,,,Kids' Books,Preschool,"Many children (and grown-ups) dream of being able to leap and twirl and pose with the grace of a trained dancer ... or, in this case, an amazingly elegant flamingo. Flora, a plump little girl in a pink swimsuit, bathing cap and flippers, approaches the artiste with bravery and wonderful determination. Words aren’t necessary (or included) as the dance commences. Flaps are lifted to show each dancer’s reactions. Midway through it is obvious that the flamingo has resigned herself to teaching this strange new creature, and by the end they share an enthusiastic friendship. This book is graceful, goofy and positive on so many levels. (For ages 4 to 6)",0.355704166
Tap The Magic Tree,209,Christie Matheson,Mara Alpert,http://www.lapl.org/collections-resources/blogs/central-library/authors/malpert,"children's librarian, Los Angeles Public Library",Beth,0062274457,TRUE,246034991,,,Kids' Books,Preschool,"Who wouldn’t want the opportunity to take a tree from a bare trunk to spring blossoms, to fruitful summer, to loss in autumn, to winter snow, and back to spring beginnings again? Simple instructions in spare, rhyming text encourage readers to add and subtract elements &mdash; tap once to add a leaf, touch buds to turn them into flowers, shake the tree to make the apples kerplop to the ground. Christie Matheson offers children the opportunity to help a tree grow and change throughout a year &mdash; what a powerful feeling! (For ages 4 to 8)",0.295051368
Battle Bunny,210,"Jon Scieszka, Mac Barnett, Matthew Myers",Mara Alpert,http://www.lapl.org/collections-resources/blogs/central-library/authors/malpert,"children's librarian, Los Angeles Public Library",Beth,1442446730,,246035741,,,"Kids' Books, Funny Stuff",Preschool,"It should come as no surprise that the truly subversive Jon Scieszka and Mac Barnett are responsible for one of the funniest (and most problematic to librarians) children’s books of the year. Young Alex wields a devastating pen as he transforms a book about the ooshy, gooshy ""Birthday Bunny"" into a book about the bloodthirsty, evil genius ""Battle Bunny,"" whose nefarious plans for destroying the world can only be stopped by one person ... Alex himself. This one has everything &mdash; Shaolin Bear and Ninja Turtle, a special Evil Plan Place (because everyone needs an Evil Plan Place. Where is yours?) and a cameo by the president of the United States, who finally learns that one determined kid with special birthday powers can beat out an evil genius bunny any day of the week. Of course, we can only hope that young readers won’t be encouraged to start ... um, editing library books, because that would be bad. Very, very bad. (For ages 5 to 9)",0.854661147
How Big Were Dinosaurs?,211,Lita Judge,Mara Alpert,http://www.lapl.org/collections-resources/blogs/central-library/authors/malpert,"children's librarian, Los Angeles Public Library",Beth,1596437197,TRUE,246038384,,,"Kids' Books, For History Lovers, It's All Geek To Me",Preschool,"That’s a good question, and the truth is, dinosaurs came in all shapes and sizes. Meet Microraptor, a deadly hunter smaller than a modern-day chicken! Some dinosaurs were the size of dogs or horses or SUVs. Of course, all the way at the other end of the scale, there was Argentinosaurus, as long as four school buses, and probably the largest animal ever to walk on land (but only a predator if you happened to be a tree). This book looks and reads like an adorable picture-book story but is filled with plenty of information, making it just right for the youngest dinosaur fans (and their grown-ups). (For ages 6 to 9)",0.259771753
"The Animal Book: A Collection Of The Fastest, Fiercest, Toughest, Cleverest, Shyest -- And Most Surprising -- Animals On Earth ",212,Steve Jenkins,Mara Alpert,http://www.lapl.org/collections-resources/blogs/central-library/authors/malpert,"children's librarian, Los Angeles Public Library",Beth,054755799X,TRUE,246040390,,,Kids' Books,Preschool,"Steve Jenkins has written and gorgeously illustrated more than 30 books about the natural world and shares some 300 of the most fascinating creatures &mdash; both the exotic and the everyday &mdash; in this compendium of the animal kingdom. It’s basically his highlights reel. Here we meet the fastest, slowest, oldest, newest, biggest, smallest, earliest, most deadly and just plain weirdest. We learn about animal families, predators, defenses, extremes and the story of life itself. But it’s the truly beautiful collage illustrations that make this collection so very special. Includes a special section on Jenkins’ creative process, from idea to completion. A treasure that animal lovers will want to browse through again and again. (For ages 6 to 9)",0.560835304
The World Is Waiting For You,213,Barbara Kerley,Mara Alpert,http://www.lapl.org/collections-resources/blogs/central-library/authors/malpert,"children's librarian, Los Angeles Public Library",Beth,1426311141,TRUE,246040630,,,"Kids' Books, Tales From Around The World",Preschool,"Barbara Kerley presents the natural world to children in this beautifully orchestrated book, which marries really good advice, like “Sift. Scrape. Go on &mdash; get your hands dirty,” with vividly realized photography (in this case, a close-up of a child’s gloriously muddy hands). And the next spread shows a paleontologist discovering a fossil out in the field. The message is clear &mdash; find what you love to do as a child ... and who knows? Someday you may be able to use that experience in new and exciting ways. A multicultural cast exuberantly explores the great outdoors, with heart, soul, body and spirit. Readers will want to do the same. (For ages 4 to 8)",0.130004308
The Year Of Billy Miller,214,Kevin Henkes,Mara Alpert,http://www.lapl.org/collections-resources/blogs/central-library/authors/malpert,"children's librarian, Los Angeles Public Library",Beth,0062268120,,246041398,,,"Kids' Books, Family Matters",Middle Grade," Billy Miller is a bit of a worrier.  He worries that the bump on his head from a vacation accident may make him not smart enough for the second grade. He worries that he inadvertently insulted his new teacher. He worries that people will think him childish for calling his father Papa instead of Dad. He worries when his little sister gets glitter all over his bat cave diorama. But Billy is a lucky kid, with functional grown-ups in his life (especially Papa, who proves he has what it takes to be a good dad even when he has his own worries to deal with). It's a real-life story with plenty of humor and heart, and a family to root for. (For ages 8 to 12)",0.978803065
Every Grain Of Rice: Simple Chinese Home Cooking,216,Fuchsia Dunlop,Brian Boyer,,NPR Visuals Editor ,Rose,"0393089045

",,176069849,,,"NPR Staff Picks, Cookbooks & Food",,"Fuchsia Dunlop's books on Chinese cooking are authentic, accessible and fun to read. Her latest, <em>Every Grain Of Rice,</em> is sort of like a <em>Joy Of Cooking</em> for homestyle Chinese food, chock-full of delicious, simple recipes. More important, she helps you learn a new cuisine by demystifying the tools and techniques and teaching you how to stock your Chinese-friendly pantry. And because the Chinese diet is often low-meat and flavored with meaty-but-not-meat ingredients like fermented beans, it's great for vegetarians and vegans. There's no better introduction to Chinese cooking. I love this book.",
"The Telling Room: A Tale Of Love, Betrayal, Revenge, And The World's Greatest Piece Of Cheese",217,Michael Paterniti,Petra Mayer,,NPR Books staff,Rose,385337000,,189563802,204579213,204476748,"Tales From Around The World, Cookbooks & Food, Seriously Great Writing, NPR Staff Picks, Book Club Ideas, Biography & Memoir",,"In the tiny Spanish village of Guzman, there are hill caves dating back to Roman times.  And in these caves, the locals built “telling rooms,” places to count the stored casks of wine and the cheeses -- and to tell tall tales and family stories. <em>The Telling Room</em> is Michael Paterniti’s deeply personal, deliciously idiosyncratic account of his search for the legendary Paramo de Guzman cheese and the man who created it, Ambrosio Molinos.  Molinos had a marvelous story: He had created the cheese, made it a success, and then been betrayed by his best friend and business partner -- or was he?  It’s a story of love, betrayal and revenge, yes -- but also a story about the power of stories to reshape reality.  And, of course, really great cheese. ",
,218,,,,,,,,,,,,,,
,219,,,,,,,,,,,,,,
,220,,,,,,,,,,,,,,
,221,,,,,,,,,,,,,,
,222,,,,,,,,,,,,,,
